locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	BlastHit	locustag_in_Nmen	GN_in_Nmen	type_in_Nmen	product_in_Nmen	locustag_in_FA1090	GN_in_FA1090	type_in_FA1090	product_in_FA1090
NGFG_02012		gene	UvrABC system protein A	"	Nmen	FA1090"	NMB0962	uvrA	gene	excinuclease ABC subunit UvrA	NGO_1207	uvrA	gene	excinuclease ABC subunit UvrA
NGFG_02013		gene	restriction endonuclease	"	FA1090"					NGO_1208		gene	Eco29kI family restriction endonuclease
NGFG_02014		gene	DNA (cytosine-5-)-methyltransferase	"	FA1090"					NGO_1209	dcm	gene	DNA (cytosine-5-)-methyltransferase
NGFG_02015		gene	hypothetical protein	"	FA1090"							pseudogene	transposase
NGFG_02395		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_1211		gene	IS1595 family transposase
NGFG_02016		gene	CTP synthase	"	Nmen	FA1090"	NMB1554		gene	CTP synthase	NGO_1212		gene	CTP synthase
NGFG_02017		gene	long-chain acyl-CoA synthetase	"	Nmen	FA1090"	NMB1555		gene	AMP-binding protein	NGO_1213		gene	AMP-binding protein
NGFG_02018	mnmA	gene	tRNA-specific 2-thiouridylase mnmA	"	Nmen	FA1090"	NMB1556	mnmA	gene	tRNA 2-thiouridine(34) synthase MnmA	NGO_1214	mnmA	gene	tRNA 2-thiouridine(34) synthase MnmA
NGFG_02019		gene	hypothetical protein	"	Nmen	FA1090"	NMB1557		gene	copper chaperone PCu(A)C	NGO_1215		gene	copper chaperone PCu(A)C
NGFG_02020		gene	diacylglycerol kinase	"	Nmen	FA1090"	NMB1558		gene	diacylglycerol kinase	NGO_1216		gene	diacylglycerol kinase
NGFG_02022		gene	glutathione synthetase	"	Nmen	FA1090"	NMB1559	gshB	gene	glutathione synthase	NGO_1217	gshB	gene	glutathione synthase
NGFG_02023		gene	glutaminyl-tRNA synthetase	"	Nmen	FA1090"	NMB1560		gene	glutamine--tRNA ligase/YqeY domain fusion protein	NGO_1218		gene	glutamine--tRNA ligase/YqeY domain fusion protein
NGFG_02024		gene	DeoR family transcriptional regulator%2C glycerol-3-phosphate regulon repressor	"	Nmen	FA1090"	NMB1561		gene	DeoR/GlpR transcriptional regulator	NGO_1219		gene	DeoR/GlpR transcriptional regulator
NGFG_02025		gene	hypothetical protein	"	Nmen	FA1090"	NMB1562		gene	lysine exporter LysO family protein	NGO_1220		gene	lysine exporter LysO family protein
NGFG_02027		gene	GntR family transcriptional regulator	"	Nmen	FA1090"	NMB1563		gene	GntR family transcriptional regulator	NGO_1221		gene	GntR family transcriptional regulator
NGFG_02029		gene	OsmC family redox protein	"	Nmen	FA1090"	NMB1564		gene	OsmC family protein	NGO_1222		gene	OsmC family protein
NGFG_02030		gene	hypothetical protein	"	Nmen	FA1090"	NMB1565		gene	DUF3108 domain-containing protein	NGO_1223		gene	DUF3108 domain-containing protein
NGFG_02031		gene	phosphoribosylglycinamide formyltransferase	"	Nmen	FA1090"	NMB1566		gene	phosphoribosylglycinamide formyltransferase	NGO_1224		gene	phosphoribosylglycinamide formyltransferase
NGFG_02032	fkpA	gene	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	"	Nmen	FA1090"	NMB1567		gene	FKBP-type peptidyl-prolyl cis-trans isomerase	NGO_1225		gene	FKBP-type peptidyl-prolyl cis-trans isomerase
NGFG_02033	chi	gene	DNA polymerase III subunit chi	"	Nmen	FA1090"	NMB1568	chi	gene	DNA polymerase III subunit chi	NGO_1226	chi	gene	DNA polymerase III subunit chi
NGFG_02034		gene	aminopeptidase A	"	Nmen	FA1090"	NMB1569		pseudogene	leucyl aminopeptidase	NGO_1227		gene	leucyl aminopeptidase
NGFG_02035		gene	lipopolysaccharide exporter permease	"	Nmen	FA1090"	NMB1570	lptF	gene	LPS export ABC transporter permease LptF	NGO_1228	lptF	gene	LPS export ABC transporter permease LptF
NGFG_02036		gene	lipopolysaccharide exporter permease	"	Nmen	FA1090"	NMB1571	lptG	gene	LPS export ABC transporter permease LptG	NGO_1229	lptG	gene	LPS export ABC transporter permease LptG
NGFG_02037		gene	aconitate hydratase 2	"	Nmen	FA1090"	NMB1572	acnB	gene	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	NGO_1231	acnB	gene	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
NGFG_02038		gene	ornithine carbamoyltransferase	"	Nmen	FA1090"	NMB1573		gene	ornithine carbamoyltransferase	NGO_1232		gene	ornithine carbamoyltransferase
NGFG_02039		gene	ketol-acid reductoisomerase	"	Nmen	FA1090"	NMB1574	ilvC	gene	ketol-acid reductoisomerase	NGO_1233	ilvC	gene	ketol-acid reductoisomerase
NGFG_02040		gene	hypothetical protein	"	Nmen	FA1090"	NMB1575		gene	antibiotic biosynthesis monooxygenase	NGO_1234		gene	antibiotic biosynthesis monooxygenase
NGFG_02041		gene	acetolactate synthase%2C small subunit	"	Nmen	FA1090"	NMB1576	ilvN	gene	acetolactate synthase small subunit	NGO_1235	ilvN	gene	acetolactate synthase small subunit
NGFG_02042		gene	acetolactate synthase%2C large subunit%2C biosynthetic type	"	Nmen	FA1090"	NMB1577	ilvB	gene	biosynthetic-type acetolactate synthase large subunit	NGO_1236	ilvB	gene	biosynthetic-type acetolactate synthase large subunit
NGFG_06025		tRNA	tRNA-Leu	""								
NGFG_02043		gene	lipoprotein	"	Nmen	FA1090"	NMB1578		gene	SCO family protein	NGO_1237		gene	SCO family protein
NGFG_02044		gene	ATP phosphoribosyltransferase	"	Nmen	FA1090"	NMB1579		gene	ATP phosphoribosyltransferase	NGO_1238		gene	ATP phosphoribosyltransferase
NGFG_02045		gene	hypothetical protein	"	Nmen	FA1090"	NMB1580		gene	endonuclease	NGO_1239		gene	endonuclease
NGFG_02046		gene	histidinol dehydrogenase	"	Nmen	FA1090"	NMB1581	hisD	gene	histidinol dehydrogenase	NGO_1240	hisD	gene	histidinol dehydrogenase
NGFG_02047		gene	histidinol-phosphate aminotransferase	"	Nmen	FA1090"	NMB1582		gene	histidinol-phosphate transaminase	NGO_1241		gene	histidinol-phosphate transaminase
NGFG_02048		gene	imidazoleglycerol-phosphate dehydratase	"	Nmen	FA1090"	NMB1583	hisB	gene	imidazoleglycerol-phosphate dehydratase HisB	NGO_1242	hisB	gene	imidazoleglycerol-phosphate dehydratase HisB
NGFG_02049		gene	3-hydroxyisobutyrate dehydrogenase	"	Nmen	FA1090"	NMB1584		gene	NAD(P)-dependent oxidoreductase	NGO_1243		gene	NAD(P)-dependent oxidoreductase
NGFG_02050		gene	hypothetical protein	""								
NGFG_02051		gene	MarR family transcriptional regulator	"	Nmen	FA1090"	NMB1585		gene	winged helix-turn-helix transcriptional regulator	NGO_1244		gene	MarR family transcriptional regulator
NGFG_02052		gene	hypothetical protein	"	Nmen	FA1090"	NMB1586		gene	membrane protein	NGO_1245		gene	ABC transporter six-transmembrane domain-containing protein
NGFG_02053		gene	signal peptide peptidase SppA%2C 36K type	"	Nmen	FA1090"	NMB1587	sohB	gene	protease SohB	NGO_1246	sohB	gene	protease SohB
NGFG_06026		tRNA	tRNA-Leu	""								
NGFG_06027		tRNA	tRNA-Cys	""								
NGFG_06028		tRNA	tRNA-Gly	""								
NGFG_06029		tRNA	tRNA-Gly	""								
NGFG_06030		tRNA	tRNA-Gly	""								
NGFG_02054		gene	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	"	Nmen	FA1090"	NMB1588	pgsA	gene	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	NGO_1247	pgsA	gene	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NGFG_02055		gene	hypothetical protein	"	Nmen	FA1090"			pseudogene	hypothetical protein	NGO_1248		gene	hypothetical protein
NGFG_02056		gene	4-carboxymuconolactone decarboxylase	"	Nmen	FA1090"	NMB1590		gene	carboxymuconolactone decarboxylase family protein	NGO_1249		gene	carboxymuconolactone decarboxylase family protein
NGFG_02057	mtrA	gene	transcriptional regulator MtrA	"	Nmen	FA1090"	NMB1591	mtrA	gene	efflux transporter MtrCDE transcriptional activator MtrA	NGO_1250	mtrA	pseudogene	efflux transporter MtrCDE transcriptional activator MtrA
NGFG_02058		gene	hypothetical protein	"	Nmen	FA1090"	NMB1592		gene	lipoprotein	NGO_1251		gene	membrane lipoprotein lipid attachment site-containing protein
NGFG_02396		gene	hypothetical protein	"	Nmen	FA1090"	NMB1593		gene	DMT family transporter	NGO_1252		gene	DMT family transporter
NGFG_02061		gene	putrescine ABC transporter substrate-binding protein	"	Nmen	FA1090"	NMB1594		gene	polyamine ABC transporter substrate-binding protein	NGO_1253		gene	polyamine ABC transporter substrate-binding protein
NGFG_02062		gene	alanyl-tRNA synthetase	"	Nmen	FA1090"	NMB1595	alaS	gene	alanine--tRNA ligase	NGO_1254	alaS	gene	alanine--tRNA ligase
NGFG_02397		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_0673		gene	IS1595 family transposase
NGFG_02065		gene	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase	"	Nmen	FA1090"	NMB1604		gene	2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase	NGO_1258		gene	2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase
NGFG_02066		gene	DNA topoisomerase 4 subunit A	"	Nmen	FA1090"	NMB1605	parC	gene	DNA topoisomerase IV subunit A	NGO_1259	parC	gene	DNA topoisomerase IV subunit A
NGFG_02067	pilS	gene	two-component system%2C NtrC family%2C sensor kinase PilS	"	Nmen	FA1090"	NMB1606		gene	sensor histidine kinase	NGO_1260		gene	sigma-54-dependent Fis family transcriptional regulator
NGFG_02068		gene	UPF0341 protein in rsp 3'region	"	Nmen	FA1090"	NMB1608		gene	class I SAM-dependent methyltransferase	NGO_1261		gene	class I SAM-dependent methyltransferase
NGFG_02398		gene	hypothetical protein	"	FA1090"					NGO_1137		gene	IS110 family transposase
NGFG_02399		gene	phage protein	"	FA1090"					NGO_06650		gene	hypothetical protein
NGFG_02400		gene	phage protein	"	Nmen	FA1090"	NMB1749		gene	zonular occludens toxin domain-containing protein	NGO_1263		gene	hypothetical protein
NGFG_02401		gene	phage protein	"	Nmen	FA1090"	NMB1748		gene	DUF2523 domain-containing protein	NGO_1264		gene	DUF2523 domain-containing protein
NGFG_02402		gene	TspB-like protein	"	Nmen	FA1090"	NMB1747	tspB	gene	T cell/B cell stimulating protein TspB	NGO_1140	tspB	gene	T cell/B cell stimulating protein TspB
NGFG_02403		gene	hypothetical protein	""								
NGFG_02404		gene	hypothetical protein	"	Nmen	FA1090"	NMB0482		gene	hypothetical protein	NGO_1142		gene	hypothetical protein
NGFG_02196		gene	hypothetical protein	"	Nmen	FA1090"	NMB0484		gene	hypothetical protein	NGO_1169		gene	hypothetical protein
NGFG_02197		gene	hypothetical protein	"	Nmen	FA1090"	NMB0485		gene	hypothetical protein	NGO_1170		gene	hypothetical protein
NGFG_02198		gene	replication initiation factor	"	Nmen	FA1090"	NMB0486		gene	replication initiation factor domain-containing protein			pseudogene	replication initiation factor
NGFG_02151		gene	hypothetical protein	"	Nmen	FA1090"	NMB1619		gene	HIT domain-containing protein	NGO_1273		gene	HIT domain-containing protein
NGFG_02152		gene	muramoyltetrapeptide carboxypeptidase	"	Nmen	FA1090"	NMB1620		gene	LD-carboxypeptidase	NGO_1274		gene	LD-carboxypeptidase
NGFG_02153		gene	nitric oxide reductase subunit B	"	Nmen	FA1090"	NMB1622		gene	nitric-oxide reductase large subunit	NGO_1275		gene	nitric-oxide reductase large subunit
NGFG_02154		gene	copper-containing nitrite reductase	"	Nmen	FA1090"	NMB1623	nirK	gene	nitrite reductase%2C copper-containing	NGO_1276	nirK	gene	nitrite reductase%2C copper-containing
NGFG_02155		gene	formylglycine-generating sulfatase enzyme	"	Nmen	FA1090"	NMB1624		gene	formylglycine-generating enzyme family protein	NGO_1277		gene	formylglycine-generating enzyme family protein
NGFG_02405		gene	pilin pilS5	"	FA1090"					NGO_11165		gene	pilin
NGFG_02406		gene	opacity protein	"	Nmen	FA1090"	NMB1465		pseudogene	outer membrane beta-barrel protein	NGO_1277a		gene	outer membrane beta-barrel protein
NGFG_02156		gene	nitroreductase	"	Nmen	FA1090"	NMB1637		gene	nitroreductase family protein	NGO_1279		gene	nitroreductase family protein
NGFG_02157		gene	sulfatase	"	Nmen	FA1090"	NMB1638	lptA	gene	lipooligosaccharide phosphoethanolamine transferase LptA	NGO_06735		pseudogene	phosphoethanolamine--lipid A transferase
NGFG_02407		gene	phosphoserine aminotransferase	"	Nmen	FA1090"	NMB1640	serC	gene	phosphoserine transaminase	NGO_1283	serC	gene	phosphoserine transaminase
NGFG_02160	rimP	gene	ribosome maturation factor RimP	"	Nmen	FA1090"	NMB1641	rimP	gene	ribosome maturation factor RimP	NGO_1284	rimP	gene	ribosome maturation factor RimP
NGFG_02161	nusA	gene	transcription termination factor NusA	"	Nmen	FA1090"	NMB1642	nusA	gene	transcription termination/antitermination protein NusA	NGO_1285	nusA	gene	transcription termination/antitermination protein NusA
NGFG_02162		gene	translation initiation factor IF-2	"	Nmen	FA1090"	NMB1643	infB	gene	translation initiation factor IF-2	NGO_1286	infB	gene	translation initiation factor IF-2
NGFG_02163		gene	GTP-binding protein	"	Nmen	FA1090"	NMB1644		gene	GTPase/DUF3482 domain-containing protein	NGO_1287		gene	GTPase/DUF3482 domain-containing protein
NGFG_02164		gene	hypothetical protein	"	Nmen	FA1090"	NMB1645		gene	DUF2868 domain-containing protein	NGO_1288		gene	DUF2868 domain-containing protein
NGFG_02165		gene	hemolysin III family channel protein	"	Nmen	FA1090"	NMB1646		gene	hemolysin III family protein	NGO_1289		gene	hemolysin III family protein
NGFG_02166		gene	sodium:alanine symporter	"	Nmen	FA1090"	NMB1647		gene	sodium:alanine symporter family protein	NGO_1290		gene	sodium:alanine symporter family protein
NGFG_02167		gene	UPF0082 protein	"	Nmen	FA1090"	NMB1648		gene	YebC/PmpR family DNA-binding transcriptional regulator	NGO_1291		gene	YebC/PmpR family DNA-binding transcriptional regulator
NGFG_02168		pseudogene		"	Nmen	FA1090"	NMB1649		gene	disulfide bond formation protein B	NGO_1292		gene	disulfide bond formation protein B
NGFG_02170		gene	lrp/AsnC family transcriptional regulator%2C leucine-responsive regulatory protein	"	Nmen	FA1090"	NMB1650		gene	Lrp/AsnC ligand binding domain-containing protein	NGO_1294		gene	Lrp/AsnC ligand binding domain-containing protein
NGFG_02171		gene	alanine racemase	"	Nmen	FA1090"	NMB1651	alr	gene	alanine racemase	NGO_1295	alr	gene	alanine racemase
NGFG_02173		gene	UPF0210 protein	"	Nmen	FA1090"	NMB1652		gene	PFL family protein	NGO_1297		gene	PFL family protein
NGFG_02174		gene	ACT protein	"	Nmen	FA1090"	NMB1653		gene	ACT domain-containing protein	NGO_1298		gene	ACT domain-containing protein
NGFG_02175		gene	hypothetical protein	"	Nmen	FA1090"	NMB1654		gene	toxin-antitoxin system YwqK family antitoxin	NGO_1299		gene	toxin-antitoxin system YwqK family antitoxin
NGFG_02176		gene	protein-(glutamine-N5) methyltransferase%2C ribosomal protein L3-specific	"	Nmen	FA1090"	NMB1655	prmB	gene	50S ribosomal protein L3 N(5)-glutamine methyltransferase	NGO_1300	prmB	gene	50S ribosomal protein L3 N(5)-glutamine methyltransferase
NGFG_02177		pseudogene		"	FA1090"					NGO_1301		gene	hypothetical protein
NGFG_02408		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_0673		gene	IS1595 family transposase
NGFG_02244		gene	phage protein	"	Nmen	FA1090"			pseudogene	Caudovirus prohead protease	NGO_06860		gene	hypothetical protein
NGFG_02409		gene	comEA protein	"	Nmen	FA1090"	NMB0299		gene	helix-hairpin-helix domain-containing protein	NGO_1178		gene	helix-hairpin-helix domain-containing protein
NGFG_06031		rRNA	5S ribosomal RNA	""								
NGFG_06032		rRNA	23S ribosomal RNA	""								
NGFG_06033		tRNA	tRNA-Ala	""								
NGFG_06034		tRNA	tRNA-Ile	""								
NGFG_06035		rRNA	16S ribosomal RNA	""								
NGFG_01611		gene	phosphopantothenoylcysteine decarboxylase/phosphopantothenate-cysteine ligase	"	Nmen	FA1090"	NMB1658	coaBC	gene	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	NGO_1307	coaBC	gene	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
NGFG_01610		gene	RelA/SpoT family protein	"	Nmen	FA1090"	NMB1659		gene	bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase	NGO_1308		gene	bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase
NGFG_01609		gene	DNA-directed RNA polymerase subunit omega	"	Nmen	FA1090"	NMB1660		gene	DNA-directed RNA polymerase subunit omega	NGO_1309		gene	DNA-directed RNA polymerase subunit omega
NGFG_01608		gene	guanylate kinase	"	Nmen	FA1090"	NMB1661	gmk	gene	guanylate kinase	NGO_1310	gmk	gene	guanylate kinase
NGFG_01607		gene	adenine phosphoribosyltransferase	"	Nmen	FA1090"	NMB1662		gene	adenine phosphoribosyltransferase	NGO_1311		gene	adenine phosphoribosyltransferase
NGFG_01606		gene	HAD hydrolase	"	Nmen	FA1090"	NMB1663		gene	Cof-type HAD-IIB family hydrolase	NGO_1312		gene	Cof-type HAD-IIB family hydrolase
NGFG_01605		gene	protease	"	Nmen	FA1090"	NMB1664	yegQ	gene	tRNA 5-hydroxyuridine modification protein YegQ	NGO_1314	yegQ	gene	tRNA 5-hydroxyuridine modification protein YegQ
NGFG_01604		pseudogene		"	FA1090"					NGO_1315		gene	hypothetical protein
NGFG_01603		gene	hypothetical protein	"	Nmen"			pseudogene	excinuclease				
NGFG_01602		gene	hemoglobin receptor	"	FA1090"							gene	TonB-dependent receptor
NGFG_01601		gene	hemoglobin/transferrin/lactoferrin receptor protein	"	FA1090"							gene	TonB-dependent receptor
NGFG_01600		gene	hemoglobin receptor	"	FA1090"							gene	TonB-dependent receptor plug domain-containing protein
NGFG_02410		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_0528		gene	IS1595 family transposase
NGFG_01599		gene	heme oxygenase	"	Nmen	FA1090"	NMB1669		gene	biliverdin-producing heme oxygenase	NGO_1318		gene	biliverdin-producing heme oxygenase
NGFG_01598	pqiA	gene	paraquat-inducible protein PqiA	"	Nmen	FA1090"	NMB1670		gene	paraquat-inducible protein A	NGO_1319		gene	paraquat-inducible protein A
NGFG_01597		gene	paraquat-inducible protein B	"	Nmen	FA1090"	NMB1671	pqiB	gene	intermembrane transport protein PqiB	NGO_1320	pqiB	gene	intermembrane transport protein PqiB
NGFG_01596		gene	hypothetical protein	"	Nmen	FA1090"	NMB1672	pqiC	gene	membrane integrity-associated transporter subunit PqiC	NGO_1321	pqiC	gene	membrane integrity-associated transporter subunit PqiC
NGFG_01595		gene	DNA-3-methyladenine glycosylase I	"	Nmen	FA1090"	NMB1673		gene	DNA-3-methyladenine glycosylase I	NGO_1322		gene	DNA-3-methyladenine glycosylase I
NGFG_01594		gene	GDSL lipase/acylhydrolase	"	Nmen	FA1090"	NMB1674		gene	arylesterase	NGO_1323		gene	arylesterase
NGFG_01593		gene	hypothetical protein	"	Nmen	FA1090"	NMB1675		gene	hypothetical protein	NGO_1324		gene	hypothetical protein
NGFG_01592		gene	glycine dehydrogenase [decarboxylating]	"	Nmen	FA1090"	NMB1676	gcvP	pseudogene	aminomethyl-transferring glycine dehydrogenase	NGO_1325	gcvP	gene	aminomethyl-transferring glycine dehydrogenase
NGFG_02411		gene	hypothetical protein	"	Nmen	FA1090"	NMB1736		gene	IS630 family transposase	NGO_00200		gene	transposase
NGFG_02412		gene	hypothetical protein	""								
NGFG_01591		gene	cytochrome c	"	Nmen	FA1090"	NMB1677		gene	cytochrome c5 family protein	NGO_1328		gene	cytochrome c5 family protein
NGFG_06036		tRNA	tRNA-Arg	""								
NGFG_01590		gene	aromatic-amino-acid transaminase	"	Nmen	FA1090"	NMB1678		gene	aspartate/tyrosine/aromatic aminotransferase	NGO_1329		gene	aspartate/tyrosine/aromatic aminotransferase
NGFG_01589		gene	tRNA (uracil-5-)-methyltransferase	"	Nmen	FA1090"	NMB1679	trmA	gene	tRNA (uridine(54)-C5)-methyltransferase TrmA	NGO_1330	trmA	gene	tRNA (uridine(54)-C5)-methyltransferase TrmA
NGFG_01588		gene	chorismate synthase	"	Nmen	FA1090"	NMB1680	aroC	gene	chorismate synthase	NGO_1331	aroC	gene	chorismate synthase
NGFG_01587		gene	hypothetical protein	"	Nmen	FA1090"	NMB1681	proQ	gene	osmoprotectant transport activator ProQ	NGO_1332	proQ	gene	osmoprotectant transport activator ProQ
NGFG_01586		gene	DNA topoisomerase IV%2C B subunit	"	Nmen	FA1090"	NMB1682	parE	gene	DNA topoisomerase IV subunit B	NGO_1333		gene	type IIA DNA topoisomerase subunit B
NGFG_01585		gene	dinucleoside polyphosphate hydrolase	"	Nmen	FA1090"	NMB1683		gene	RNA pyrophosphohydrolase	NGO_1334		gene	RNA pyrophosphohydrolase
NGFG_01584		gene	seryl-tRNA synthetase	"	Nmen	FA1090"	NMB1684	serS	gene	serine--tRNA ligase	NGO_1335	serS	gene	serine--tRNA ligase
