locustag_in_Ngo	gene	gene_takenfrom	locustag_in_Nmen	locustag_in_FA1090	product_in_Ngo	product_in_Nmen	product_in_FA1090
NGFG_01574	ubiD	Nmen_FA1090_fromgene	NMB1694	NGO_1345	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	4-hydroxy-3-polyprenylbenzoate decarboxylase	4-hydroxy-3-polyprenylbenzoate decarboxylase
NGFG_01573			NMB1696a	NGO_1346	hypothetical protein	DUF2199 domain-containing protein	DUF2199 domain-containing protein
NGFG_01572			NMB1696b	NGO_1347	hypothetical protein	membrane protein	membrane protein
NGFG_02413					hypothetical protein		hypothetical protein
NGFG_01571			NMB1699	NGO_1349	hypothetical protein	beta-ketoacyl synthase chain length factor	beta-ketoacyl synthase chain length factor
NGFG_01569			NMB1701	NGO_1350	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01568	fabG	Nmen_FA1090_fromgene	NMB1702	NGO_07125	3-oxoacyl-[acyl-carrier-protein] reductase	3-oxoacyl-ACP reductase FabG	3-oxoacyl-ACP reductase FabG
NGFG_01567			NMB1703	NGO_1352	3-oxoacyl-[acyl-carrier-protein] synthase II	beta-ketoacyl-ACP synthase	beta-ketoacyl-ACP synthase
NGFG_06037			NMBt51	NGO_t32	tRNA-Met	tRNA-Ile	tRNA-Ile
NGFG_01566			NMB1704	NGO_1353	beta-1%2C4-glucosyltransferase LgtF	glycosyltransferase family 2 protein	glycosyltransferase family 2 protein
NGFG_01565			NMB1705	NGO_1354	lipopolysaccharide N-acetylglucosaminyltransferase	glycosyltransferase family 4 protein	glycosyltransferase family 4 protein
NGFG_01564			NMB1707	NGO_1355	NSS family neurotransmitter:Na+ symporter	sodium-dependent transporter	sodium-dependent transporter
NGFG_01563				NGO_07160		FAD:protein FMN transferase	FAD:protein FMN transferase
NGFG_01562			NMB1709	NGO_1357	thymidylate synthase	thymidylate synthase	thymidylate synthase
NGFG_01561	gdhA	Nmen_FA1090_fromgene	NMB1710	NGO_1358	glutamate dehydrogenase (NADP+)	NADP-specific glutamate dehydrogenase	NADP-specific glutamate dehydrogenase
NGFG_01560				NGO_1360	hypothetical protein		FadR family transcriptional regulator
NGFG_01559			NMB1711	NGO_1360	GntR family transcriptional regulator	FadR family transcriptional regulator	FadR family transcriptional regulator
NGFG_01558			NMB1712	NGO_1361	L-lactate permease-like protein	L-lactate permease	lactate permease
NGFG_01556	mtrE	Nmen_FA1090_fromgene	NMB1714	NGO_1363	NodT family efflux transporter%2C outer membrane factor (OMF) lipoprotein	multidrug efflux transporter outer membrane subunit MtrE	multidrug efflux transporter outer membrane subunit MtrE
NGFG_01555	mtrD	Nmen_FA1090_fromgene	NMB1715	NGO_1364	hydrophobe/amphiphile efflux-1 (HAE1) family RND transporter	multidrug efflux RND transporter permease subunit MtrD	multidrug efflux RND transporter permease subunit MtrD
NGFG_01554	mtrC	Nmen_FA1090_fromgene	NMB1716	NGO_1365	membrane fusion protein mtrC	multidrug efflux RND transporter periplasmic adaptor subunit MtrC	multidrug efflux RND transporter periplasmic adaptor subunit MtrC
NGFG_01553	mtrR	Nmen_FA1090_fromgene	NMB1717	NGO_1366	TetR/AcrR family transcriptional regulator%2C acrAB operon repressor	multidrug efflux system transcriptional repressor MtrR	multidrug efflux system transcriptional repressor MtrR
NGFG_01552			NMB1718	NGO_1367	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01551	mtrF	Nmen_FA1090_fromgene	NMB1719	NGO_1368	AbgT transporter	AbgT family antimetabolite efflux transporter MtrF	AbgT family antimetabolite efflux transporter MtrF
NGFG_01550	recC	Nmen_FA1090_fromgene	NMB1720	NGO_1369	exodeoxyribonuclease V%2C gamma subunit	exodeoxyribonuclease V subunit gamma	exodeoxyribonuclease V subunit gamma
NGFG_01549			NMB1721	NGO_1370	hypothetical protein	PepSY domain-containing protein	PepSY domain-containing protein
NGFG_01548	ccoP	Nmen_FA1090_fromgene	NMB1723	NGO_07240	cytochrome c oxidase%2C cbb3-type%2C subunit III	cytochrome-c oxidase%2C cbb3-type subunit III	cytochrome-c oxidase%2C cbb3-type subunit III
NGFG_01547			NMB1723a	NGO_1372	cytochrome c oxidase subunit	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone
NGFG_01546	ccoO	Nmen_FA1090_fromgene	NMB1724	NGO_1373	cytochrome c oxidase%2C cbb3-type%2C subunit II	cytochrome-c oxidase%2C cbb3-type subunit II	cytochrome-c oxidase%2C cbb3-type subunit II
NGFG_01545	ccoN	Nmen_FA1090_fromgene	NMB1725	NGO_1374	cytochrome c oxidase%2C cbb3-type%2C subunit I	cytochrome-c oxidase%2C cbb3-type subunit I	cytochrome-c oxidase%2C cbb3-type subunit I
NGFG_02414					hypothetical protein		
NGFG_01544			NMB1726	NGO_1375	M61 family glycyl aminopeptidase	M61 family metallopeptidase	M61 family metallopeptidase
NGFG_01543			NMB1727	NGO_1376	hypothetical protein	TIGR01244 family phosphatase	TIGR01244 family phosphatase
NGFG_01542	exbD	Nmen_FA1090_fromproduct	NMB1728	NGO_1377	biopolymer transporter exbD	biopolymer transporter ExbD	biopolymer transporter ExbD
NGFG_01541	exbB	Nmen_FA1090_fromproduct	NMB1729	NGO_1378	biopolymer transporter exbB	TonB-system energizer ExbB	TonB-system energizer ExbB
NGFG_01540	tonB	Nmen_FA1090_fromproduct	NMB1730	NGO_1379	protein tonB	energy transducer TonB	energy transducer TonB
NGFG_01539			NMB1731	NGO_1380	M50 family peptidase	site-2 protease family protein	site-2 protease family protein
NGFG_01538	grxB	Nmen_FA1090_fromgene	NMB1734	NGO_1381	GrxB family glutaredoxin	glutaredoxin%2C GrxB family	glutaredoxin%2C GrxB family
NGFG_01537			NMB1735	NGO_1382	GTP pyrophosphokinase	bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase	bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase
NGFG_01536			NMB0370	NGO_1383	hypothetical protein	immunity 41 family protein	immunity 41 family protein
NGFG_02415			NMB0368	NGO_1384	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_02416			NMB0369	NGO_1385	hypothetical protein	pretoxin	HINT domain-containing protein
NGFG_02203				NGO_07315	hypothetical protein		MafI family immunity protein
NGFG_02204				NGO_07320	hypothetical protein		hypothetical protein
NGFG_02205			NMB0655	NGO_1386	hypothetical protein	HINT domain-containing protein	hypothetical protein
NGFG_02417			NMB0373		hypothetical protein	hypothetical protein	
NGFG_01534	mafB	Nmen_fromgene	NMB0374	NGO_08420	MafB protein	polymorphic toxin MafB class 1	MafB family polymorphic toxin
NGFG_01533				NGO_1586	hypothetical protein		hypothetical protein
NGFG_01532	mafB	FA1090_fromgene	NMB0369	NGO_1585	MafB protein	pretoxin	polymorphic toxin MafB class 1
NGFG_01531					hypothetical protein		
NGFG_02418	mafB	FA1090_fromgene	NMB0655	NGO_1585	hypothetical protein	HINT domain-containing protein	polymorphic toxin MafB class 1
NGFG_01530				NGO_1387			suppressor of fused domain protein
NGFG_01529				NGO_1388	hypothetical protein		hypothetical protein
NGFG_01528	rraB	FA1090_fromproduct		NGO_1389	hypothetical protein		ribonuclease E inhibitor RraB
NGFG_01527				NGO_1390	hypothetical protein		hypothetical protein
NGFG_01526				NGO_1391	hypothetical protein		suppressor of fused domain protein
NGFG_02419	mafB	Nmen_FA1090_fromgene	NMB0374	NGO_1392	MafB family adhesin protein	polymorphic toxin MafB class 1	polymorphic toxin MafB class 1
NGFG_02194	mafA	Nmen_FA1090_fromgene	NMB0375	NGO_1393	adhesin mafA 2/3	adhesin MafA	adhesin MafA
NGFG_02420			NMB1411	NGO_0673	transposase	IS1595 family transposase	IS1595 family transposase
NGFG_02421			NMB0582	NGO_1395	bacteriocin resistance protein	C39 family peptidase	C39 family peptidase
NGFG_01524			NMB0581	NGO_1396	electron-transfer flavoprotein dehydrogenase	electron transfer flavoprotein-ubiquinone oxidoreductase	electron transfer flavoprotein-ubiquinone oxidoreductase
NGFG_01523	nosL	Nmen_FA1090_fromproduct	NMB0580	NGO_1397	NosL-like lipoprotein	nitrous oxide reductase accessory protein NosL	nitrous oxide reductase accessory protein NosL
NGFG_01522				NGO_1398	ABC transporter permease	hypothetical protein	ABC transporter permease
NGFG_01521			NMB0579	NGO_1399	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein
NGFG_01520	nosD	Nmen_FA1090_fromgene	NMB0578		copper ABC transporter periplasmic copper-binding protein	nitrous oxide reductase family maturation protein NosD	nitrous oxide reductase family maturation protein NosD
NGFG_01519	nosD	Nmen_FA1090_fromgene	NMB0578		nitrous oxidase accessory protein	nitrous oxide reductase family maturation protein NosD	nitrous oxide reductase family maturation protein NosD
NGFG_01518	nosZ	FA1090_fromgene		NGO_07410			TAT-dependent nitrous-oxide reductase
NGFG_01517	nosR	FA1090_fromproduct			nitrous-oxide reductase transcriptional activator NosR		regulatory protein NosR
NGFG_01516	nosR	Nmen_FA1090_fromproduct	NMB0577		FMN-binding protein	NosR	regulatory protein NosR
NGFG_01515			NMB0576	NGO_1403	glutamyl-tRNA reductase	glutamyl-tRNA reductase	glutamyl-tRNA reductase
NGFG_01514	gcvH	Nmen_FA1090_fromgene	NMB0575	NGO_1404	glycine cleavage system H protein	glycine cleavage system protein GcvH	glycine cleavage system protein GcvH
NGFG_01513				NGO_1405	hypothetical protein		hypothetical protein
NGFG_01512	gcvT	Nmen_FA1090_fromgene	NMB0574	NGO_1406	aminomethyltransferase	glycine cleavage system aminomethyltransferase GcvT	glycine cleavage system aminomethyltransferase GcvT
NGFG_01511			NMB0573	NGO_1407	lrp/AsnC family transcriptional regulator%2C leucine-responsive regulatory protein	Lrp/AsnC family transcriptional regulator	Lrp/AsnC family transcriptional regulator
NGFG_01510			NMB0572	NGO_1408	hypothetical protein	DUF1415 domain-containing protein	DUF1415 domain-containing protein
NGFG_01509			NMB0571	NGO_1410	hypothetical protein	YbaN family protein	YbaN family protein
NGFG_01507			NMB0570	NGO_1411	citrate transporter	sodium:proton antiporter	sodium:proton antiporter
NGFG_02422			NMB1411	NGO_1211	transposase	IS1595 family transposase	IS1595 family transposase
NGFG_01506			NMB0569	NGO_1413	Na(+)-translocating NADH-quinone reductase subunit A	Na(+)-translocating NADH-quinone reductase subunit A	Na(+)-translocating NADH-quinone reductase subunit A
NGFG_01505			NMB0568	NGO_1414	Na(+)-translocating NADH-quinone reductase subunit B	NADH:ubiquinone reductase (Na(+)-transporting) subunit B	NADH:ubiquinone reductase (Na(+)-transporting) subunit B
NGFG_01504			NMB0567	NGO_1415	Na(+)-translocating NADH-quinone reductase subunit C	Na(+)-translocating NADH-quinone reductase subunit C	Na(+)-translocating NADH-quinone reductase subunit C
NGFG_01503			NMB0566	NGO_1416	Na(+)-translocating NADH-quinone reductase subunit D	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	NADH:ubiquinone reductase (Na(+)-transporting) subunit D
NGFG_01502	nqrE	Nmen_FA1090_fromgene	NMB0565	NGO_1417	Na(+)-translocating NADH-quinone reductase subunit E	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	NADH:ubiquinone reductase (Na(+)-transporting) subunit E
NGFG_01501	nqrF	Nmen_FA1090_fromgene	NMB0564	NGO_1418	Na(+)-translocating NADH-quinone reductase subunit F	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	NADH:ubiquinone reductase (Na(+)-transporting) subunit F
NGFG_01500					hypothetical protein		
NGFG_01499			NMB0563	NGO_1420	thiamine biosynthesis lipoprotein	FAD:protein FMN transferase	FAD:protein FMN transferase
NGFG_01498	nqrM	Nmen_FA1090_fromgene	NMB0562	NGO_1421	hypothetical protein	(Na+)-NQR maturation NqrM	(Na+)-NQR maturation NqrM
NGFG_01497	grpE	Nmen_FA1090_fromgene	NMB0561	NGO_1422	protein grpE	nucleotide exchange factor GrpE	nucleotide exchange factor GrpE
NGFG_01496	cysE	Nmen_FA1090_fromgene	NMB0560	NGO_1423	serine O-acetyltransferase	serine O-acetyltransferase	serine O-acetyltransferase
NGFG_01495	ubiB	Nmen_FA1090_fromgene	NMB0559	NGO_1424	ubiquinone biosynthesis protein	ubiquinone biosynthesis regulatory protein kinase UbiB	ubiquinone biosynthesis regulatory protein kinase UbiB
NGFG_01494			NMB0558			hypothetical protein	protease III domain protein
NGFG_01493	erpA	Nmen_FA1090_fromgene	NMB0557	NGO_1426	iron-sulfur cluster assembly accessory protein	iron-sulfur cluster insertion protein ErpA	iron-sulfur cluster insertion protein ErpA
NGFG_01492			NMB0556	NGO_1427	transcriptional regulator	helix-turn-helix transcriptional regulator	helix-turn-helix transcriptional regulator
NGFG_01491			NMB0555	NGO_1428	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01490	dnaK	Nmen_FA1090_fromgene	NMB0554	NGO_1429	chaperone dnaK	molecular chaperone DnaK	molecular chaperone DnaK
NGFG_01489							TonB-dependent receptor
NGFG_01488				NGO_1432	Tat (Twin-arginine translocation) pathway signaling protein		ABC transporter substrate-binding protein
NGFG_01487				NGO_1433			ABC transporter permease subunit
NGFG_01486				NGO_1434	NitT/TauT ABC transporter ATP-binding protein		ATP-binding cassette domain-containing protein
NGFG_01485				NGO_1435	cadmium resistance transporter		CadD family cadmium resistance transporter
NGFG_01484			NMB0552	NGO_07590		NnrS family protein	NnrS family protein
NGFG_01483			NMB0551	NGO_1437	primosomal protein N'	primosomal protein N'	primosomal protein N'
NGFG_01482			NMB0550	NGO_1438	thiol:disulfide interchange protein DsbC	DsbC family protein	DsbC family protein
NGFG_01481	macB	Nmen_FA1090_fromgene	NMB0549	NGO_1439	macrolide export ATP-binding/permease MacB	MacB family efflux pump subunit	MacB family efflux pump subunit
NGFG_01480	macA	Nmen_FA1090_fromgene	NMB0548	NGO_1440	efflux transporter%2C RND family%2C MFP subunit	MacA family efflux pump subunit	MacA family efflux pump subunit
NGFG_01479			NMB0547	NGO_1441	prepilin-type N-terminal cleavage/methylation domain-containing protein	type IV pilin protein	type IV pilin protein
NGFG_01478	adhP	Nmen_FA1090_fromgene	NMB0546	NGO_1442	alcohol dehydrogenase%2C propanol-preferring	alcohol dehydrogenase AdhP	alcohol dehydrogenase AdhP
NGFG_01476	smc	Nmen_FA1090_fromgene	NMB0545	NGO_1443	chromosome segregation protein SMC	chromosome segregation protein SMC	chromosome segregation protein SMC
NGFG_02423				NGO1445	hypothetical protein		hypothetical protein
NGFG_01472	lpxH	Nmen_FA1090_fromgene	NMB0544	NGO_1448	UDP-2%2C3-diacylglucosamine hydrolase	UDP-2%2C3-diacylglucosamine diphosphatase	UDP-2%2C3-diacylglucosamine diphosphatase
NGFG_01471			NMB0543	NGO_1449	lactate permease (LctP) family transporter	L-lactate permease	L-lactate permease
NGFG_01470			NMB0542	NGO_1450	hypothetical protein	zinc-finger domain-containing protein	zinc-finger domain-containing protein
NGFG_01469			NMB0541	NGO_1451	hypothetical protein	DNA-mimic protein DMP19	DNA-mimic protein DMP19
NGFG_01468			NMB0540	NGO_1452	aspartate aminotransferase	aspartate/tyrosine/aromatic aminotransferase	aspartate/tyrosine/aromatic aminotransferase
NGFG_02424			NMB1736	NGO_00200	hypothetical protein	IS630 family transposase	transposase
NGFG_02425			NMB1386		hypothetical protein	hypothetical protein	transposase
NGFG_01467	lysS	Nmen_FA1090_fromgene	NMB1425	NGO_1454	lysyl-tRNA synthetase	lysine--tRNA ligase	lysine--tRNA ligase
NGFG_01466			NMB1426	NGO_1455	hypothetical protein	divalent metal cation transporter	divalent metal cation transporter
NGFG_01464			NMB1428	NGO_1456	xaa-Pro aminopeptidase	aminopeptidase P family protein	aminopeptidase P family protein
NGFG_02426					hypothetical protein		
NGFG_02237				NGO_07715	opacity protein		hypothetical protein
NGFG_02238			NMB0442	NGO_07725	opacity protein	outer membrane beta-barrel protein	outer membrane beta-barrel protein
NGFG_02427					hypothetical protein		
NGFG_02428					hypothetical protein		
NGFG_01461	purH	Nmen_FA1090_fromgene	NMB0983	NGO_1466	bifunctional purine biosynthesis protein purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NGFG_01460			NMB0982	NGO_1467	voltage gated chloride channel protein	chloride channel protein	chloride channel protein
NGFG_01459	serB	Nmen_FA1090_fromgene	NMB0981	NGO_1468	phosphoserine phosphatase SerB	phosphoserine phosphatase SerB	phosphoserine phosphatase SerB
NGFG_01458			NMB0980	NGO_1470	NAD(P)(+) transhydrogenase (AB-specific)%2C alpha subunit	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
NGFG_01457			NMB0979	NGO_1471	hypothetical protein	MAPEG family protein	MAPEG family protein
NGFG_01455	pntB	Nmen_FA1090_fromgene	NMB0978	NGO_1472	NAD(P) transhydrogenase subunit beta	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta
NGFG_01454			NMB1857	NGO_1473		NAD(P)H-dependent oxidoreductase	NAD(P)H-dependent oxidoreductase
NGFG_01453	crgA	Nmen_FA1090_fromgene	NMB1856	NGO_1474	LysR family transcriptional regulator	LysR family transcriptional regulator CrgA	LysR family transcriptional regulator CrgA
NGFG_06038			NMBt19	NGO_t16	tRNA-Asn	tRNA-Asn	tRNA-Asn
NGFG_01452			NMB0479	NGO_1475	hypothetical protein	roadblock/LC7 domain-containing protein	roadblock/LC7 domain-containing protein
NGFG_01451	m23	FA1090_fromproduct	NMB0478	NGO_07790		hypothetical protein	peptidase M23
NGFG_01450			NMB0477	NGO_07795		ATP/GTP-binding protein	ATP/GTP-binding protein
NGFG_01449			NMB0476	NGO1478		response regulator	response regulator
NGFG_01448			NMB0475			tetratricopeptide repeat protein	tetratricopeptide repeat protein
NGFG_01447	bioC	Nmen_FA1090_fromgene	NMB0474	NGO_1481	biotin biosynthesis protein BioC	malonyl-ACP O-methyltransferase BioC	malonyl-ACP O-methyltransferase BioC
NGFG_01446			NMB0473	NGO_1482	hypothetical protein	DUF452 family protein	DUF452 family protein
NGFG_01445	bioF	Nmen_FA1090_fromgene	NMB0472	NGO_1483	8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate synthase
NGFG_02429				NGO_07840	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01444			NMB0471	NGO_1484	hypothetical protein	L%2CD-transpeptidase family protein	L%2CD-transpeptidase family protein
NGFG_01443			NMB0470	NGO_1485	divalent anion:Na+ symporter (DASS) family transporter	DASS family sodium-coupled anion symporter	DASS family sodium-coupled anion symporter
NGFG_01442	speB	Nmen_FA1090_fromgene	NMB0469	NGO_1486	agmatinase	agmatinase	agmatinase
NGFG_01441	speA	Nmen_FA1090_fromgene	NMB0468	NGO_1487	biosynthetic arginine decarboxylase	biosynthetic arginine decarboxylase	biosynthetic arginine decarboxylase
NGFG_01440			NMB0467	NGO_1488	hypothetical protein	PepSY domain-containing protein	PepSY domain-containing protein
NGFG_01439	aspS	Nmen_FA1090_fromgene	NMB0466	NGO_1489	aspartyl-tRNA synthetase	aspartate--tRNA ligase	aspartate--tRNA ligase
NGFG_01438			NMB0465	NGO_1491	hypothetical protein	DUF502 domain-containing protein	DUF502 domain-containing protein
NGFG_01437			NMB0464	NGO_1492	phospholipase A1	phospholipase A	phospholipase A
NGFG_01436	rpsT	Nmen_FA1090_fromgene	NMB0463	NGO_1493	30S ribosomal protein S20	30S ribosomal protein S20	30S ribosomal protein S20
