locustag_in_Ngo	name_in_Ngo	type_in_Ngo	product_in_Ngo	gene_in_Nmen	locustag_in_Nmen	type_in_Nmen	product_in_Nmen
NGFG_01495	NGFG_01495	gene	ubiquinone biosynthesis protein	ubiB	NMB0559	gene	ubiquinone biosynthesis regulatory protein kinase UbiB
NGFG_01494	NGFG_01494	pseudogene			NMB0558	gene	hypothetical protein
NGFG_01493	NGFG_01493	gene	iron-sulfur cluster assembly accessory protein	erpA	NMB0557	gene	iron-sulfur cluster insertion protein ErpA
NGFG_01492	NGFG_01492	gene	transcriptional regulator		NMB0556	gene	helix-turn-helix transcriptional regulator
NGFG_01491	NGFG_01491	gene	hypothetical protein		NMB0555	gene	hypothetical protein
NGFG_01490	NGFG_01490	gene	chaperone dnaK	dnaK	NMB0554	gene	molecular chaperone DnaK
NGFG_01489	NGFG_01489	pseudogene					
NGFG_01488	NGFG_01488	gene	Tat (Twin-arginine translocation) pathway signaling protein				
NGFG_01487	NGFG_01487	pseudogene					
NGFG_01486	NGFG_01486	gene	NitT/TauT ABC transporter ATP-binding protein				
NGFG_01485	NGFG_01485	gene	cadmium resistance transporter				
NGFG_01484	NGFG_01484	pseudogene			NMB0552	gene	NnrS family protein
NGFG_01483	NGFG_01483	gene	primosomal protein N'		NMB0551	gene	primosomal protein N'
NGFG_01482	NGFG_01482	gene	thiol:disulfide interchange protein DsbC		NMB0550	gene	DsbC family protein
NGFG_01481	NGFG_01481	gene	macrolide export ATP-binding/permease MacB	macB	NMB0549	gene	MacB family efflux pump subunit
NGFG_01480	NGFG_01480	gene	efflux transporter%2C RND family%2C MFP subunit	macA	NMB0548	gene	MacA family efflux pump subunit
NGFG_01479	NGFG_01479	gene	prepilin-type N-terminal cleavage/methylation domain-containing protein		NMB0547	gene	type IV pilin protein
NGFG_01478	NGFG_01478	gene	alcohol dehydrogenase%2C propanol-preferring	adhP	NMB0546	gene	alcohol dehydrogenase AdhP
NGFG_01476	NGFG_01476	gene	chromosome segregation protein SMC	smc	NMB0545	gene	chromosome segregation protein SMC
NGFG_02423	NGFG_02423	gene	hypothetical protein				
NGFG_01472	NGFG_01472	gene	UDP-2%2C3-diacylglucosamine hydrolase	lpxH	NMB0544	gene	UDP-2%2C3-diacylglucosamine diphosphatase
NGFG_01471	NGFG_01471	gene	lactate permease (LctP) family transporter		NMB0543	gene	L-lactate permease
NGFG_01470	NGFG_01470	gene	hypothetical protein		NMB0542	gene	zinc-finger domain-containing protein
NGFG_01469	NGFG_01469	gene	hypothetical protein		NMB0541	gene	DNA-mimic protein DMP19
NGFG_01468	NGFG_01468	gene	aspartate aminotransferase		NMB0540	gene	aspartate/tyrosine/aromatic aminotransferase
NGFG_02424	NGFG_02424	gene	hypothetical protein		NMB1736	gene	IS630 family transposase
NGFG_02425	NGFG_02425	gene	hypothetical protein		NMB1386	pseudogene	hypothetical protein
NGFG_01467	NGFG_01467	gene	lysyl-tRNA synthetase	lysS	NMB1425	gene	lysine--tRNA ligase
NGFG_01466	NGFG_01466	gene	hypothetical protein		NMB1426	gene	divalent metal cation transporter
NGFG_01464	NGFG_01464	gene	xaa-Pro aminopeptidase		NMB1428	gene	aminopeptidase P family protein
NGFG_02426	NGFG_02426	gene	hypothetical protein				
NGFG_02237	NGFG_02237	gene	opacity protein				
NGFG_02238	NGFG_02238	gene	opacity protein		NMB0442	gene	outer membrane beta-barrel protein
NGFG_02427	NGFG_02427	gene	hypothetical protein				
NGFG_02428	NGFG_02428	gene	hypothetical protein				
NGFG_01461	NGFG_01461	gene	bifunctional purine biosynthesis protein purH	purH	NMB0983	gene	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NGFG_01460	NGFG_01460	gene	voltage gated chloride channel protein		NMB0982	gene	chloride channel protein
NGFG_01459	NGFG_01459	gene	phosphoserine phosphatase SerB	serB	NMB0981	gene	phosphoserine phosphatase SerB
NGFG_01458	NGFG_01458	gene	NAD(P)(+) transhydrogenase (AB-specific)%2C alpha subunit		NMB0980	gene	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
NGFG_01457	NGFG_01457	gene	hypothetical protein		NMB0979	gene	MAPEG family protein
NGFG_01455	NGFG_01455	gene	NAD(P) transhydrogenase subunit beta	pntB	NMB0978	gene	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta
NGFG_01454	NGFG_01454	pseudogene			NMB1857	gene	NAD(P)H-dependent oxidoreductase
NGFG_01453	NGFG_01453	gene	LysR family transcriptional regulator	crgA	NMB1856	gene	LysR family transcriptional regulator CrgA
NGFG_06038	NGFG_06038	tRNA	tRNA-Asn		NMBt19	tRNA	tRNA-Asn
NGFG_01452	NGFG_01452	gene	hypothetical protein		NMB0479	gene	roadblock/LC7 domain-containing protein
NGFG_01451	NGFG_01451	pseudogene			NMB0478	gene	hypothetical protein
NGFG_01450	NGFG_01450	pseudogene			NMB0477	gene	ATP/GTP-binding protein
NGFG_01449	NGFG_01449	pseudogene			NMB0476	gene	response regulator
NGFG_01448	NGFG_01448	pseudogene			NMB0475	gene	tetratricopeptide repeat protein
NGFG_01447	NGFG_01447	gene	biotin biosynthesis protein BioC	bioC	NMB0474	gene	malonyl-ACP O-methyltransferase BioC
NGFG_01446	NGFG_01446	gene	hypothetical protein		NMB0473	gene	DUF452 family protein
NGFG_01445	NGFG_01445	gene	8-amino-7-oxononanoate synthase	bioF	NMB0472	gene	8-amino-7-oxononanoate synthase
NGFG_02429	NGFG_02429	gene	hypothetical protein			gene	hypothetical protein
NGFG_01444	NGFG_01444	gene	hypothetical protein		NMB0471	gene	L%2CD-transpeptidase family protein
NGFG_01443	NGFG_01443	gene	divalent anion:Na+ symporter (DASS) family transporter		NMB0470	gene	DASS family sodium-coupled anion symporter
NGFG_01442	NGFG_01442	gene	agmatinase	speB	NMB0469	gene	agmatinase
NGFG_01441	NGFG_01441	gene	biosynthetic arginine decarboxylase	speA	NMB0468	gene	biosynthetic arginine decarboxylase
NGFG_01440	NGFG_01440	gene	hypothetical protein		NMB0467	gene	PepSY domain-containing protein
NGFG_01439	NGFG_01439	gene	aspartyl-tRNA synthetase	aspS	NMB0466	gene	aspartate--tRNA ligase
NGFG_01438	NGFG_01438	gene	hypothetical protein		NMB0465	gene	DUF502 domain-containing protein
NGFG_01437	NGFG_01437	gene	phospholipase A1		NMB0464	gene	phospholipase A
NGFG_01436	NGFG_01436	gene	30S ribosomal protein S20	rpsT	NMB0463	gene	30S ribosomal protein S20
NGFG_01435	NGFG_01435	gene	spermidine/putrescine ABC transporter substrate-binding protein		NMB0462	gene	polyamine ABC transporter substrate-binding protein
NGFG_02430	NGFG_02430	gene	hypothetical protein				
NGFG_01434	NGFG_01434	pseudogene			NMB0461	gene	transferrin-binding protein TbpA
NGFG_01433	NGFG_01433	pseudogene			NMB0460	gene	transferrin-binding protein TbpB
NGFG_01432	NGFG_01432	gene	hypothetical protein		NMB0459	gene	Fic family protein
NGFG_01431	NGFG_01431	gene	glutamate racemase		NMB0458	gene	glutamate racemase
NGFG_01430	NGFG_01430	gene	YjeE family ATPase	tsaE	NMB0457	gene	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
NGFG_01429	NGFG_01429	gene	N-acetylmuramoyl-L-alanine amidase AmiC		NMB0456	gene	N-acetylmuramoyl-L-alanine amidase
NGFG_01428	NGFG_01428	gene	hypothetical protein				
NGFG_01427	NGFG_01427	gene	N6-adenine-specific DNA methylase		NMB0455	gene	class I SAM-dependent RNA methyltransferase
NGFG_01426	NGFG_01426	gene	hypothetical protein		NMB0454	gene	hypothetical protein
NGFG_01425	NGFG_01425	gene	mutator mutT protein		NMB0453	gene	NUDIX domain-containing protein
NGFG_01424	NGFG_01424	gene	holo-[acyl-carrier-protein] synthase		NMB0452	gene	holo-ACP synthase
NGFG_01423	NGFG_01423	gene	pyridoxine 5'-phosphate synthase	pdxJ	NMB0448	gene	pyridoxine 5'-phosphate synthase
NGFG_01422	NGFG_01422	gene	DNA repair protein recO	recO	NMB0447	gene	DNA repair protein RecO
NGFG_01421	NGFG_01421	gene	chorismate mutase	pheA	NMB0446	gene	prephenate dehydratase
NGFG_01420	NGFG_01420	gene	drug resistance transporter%2C Bcr/CflA subfamily		NMB0445	gene	multidrug effflux MFS transporter
NGFG_01419	NGFG_01419	gene	integral membrane efflux protein		NMB0445	gene	multidrug effflux MFS transporter
NGFG_01418	NGFG_01418	gene	integral membrane protein		NMB0444	gene	EamA family transporter
NGFG_02431	NGFG_02431	gene	pilin pilS7		NMB0019	gene	pilin
NGFG_02432	NGFG_02432	gene	opacity protein		NMB1636	gene	outer membrane beta-barrel protein
NGFG_01417	NGFG_01417	gene	nitrilase		NMB0441	gene	carbon-nitrogen hydrolase family protein
NGFG_01416	NGFG_01416	gene	prephenate dehydrogenase		NMB0440	gene	prephenate dehydrogenase
NGFG_01415	NGFG_01415	gene	hypothetical protein		NMB0439	gene	NnrS family protein
NGFG_01414	NGFG_01414	gene	hypothetical protein		NMB0438	gene	hypothetical protein
NGFG_01413	NGFG_01413	gene	Rrf2 family protein		NMB0437	gene	Rrf2 family transcriptional regulator
NGFG_01412	NGFG_01412	gene	tRNA threonylcarbamoyladenosine biosynthesis protein		NMB0436	gene	threonylcarbamoyl-AMP synthase
NGFG_01411	NGFG_01411	gene	acetate kinase 2		NMB0435	gene	acetate kinase
NGFG_01409	NGFG_01409	gene	hypothetical protein	prpF	NMB0434	gene	2-methylaconitate cis-trans isomerase PrpF
NGFG_01408	NGFG_01408	gene	hypothetical protein	prpF	NMB0434	gene	2-methylaconitate cis-trans isomerase PrpF
NGFG_01407	NGFG_01407	gene	aconitate hydratase	acnD	NMB0433	gene	Fe/S-dependent 2-methylisocitrate dehydratase AcnD
NGFG_01406	NGFG_01406	gene	aconitate hydratase	acnD	NMB0433	gene	Fe/S-dependent 2-methylisocitrate dehydratase AcnD
NGFG_01405	NGFG_01405	gene	hypothetical protein		NMB0432	gene	TSUP family transporter
NGFG_01404	NGFG_01404	gene	2-methylcitrate synthase	prpC	NMB0431	gene	2-methylcitrate synthase
NGFG_02433	NGFG_02433	gene	hypothetical protein				
NGFG_01403	NGFG_01403	gene	methylisocitrate lyase	prpB	NMB0430	gene	methylisocitrate lyase
NGFG_02434	NGFG_02434	gene	hypothetical protein	prpB	NMB0430	gene	methylisocitrate lyase
NGFG_01402	NGFG_01402	gene	MFS transporter%2C AGZA family%2C xanthine/uracil permease		NMB0428	gene	NCS2 family permease
NGFG_01401	NGFG_01401	gene	cell division protein ftsZ	ftsZ	NMB0427	gene	cell division protein FtsZ
NGFG_01400	NGFG_01400	gene	cell division protein ftsA	ftsA	NMB0426	gene	cell division protein FtsA
NGFG_01399	NGFG_01399	gene	cell division protein FtsQ		NMB0425	gene	cell division protein FtsQ/DivIB
NGFG_01398	NGFG_01398	gene	D-alanine-D-alanine ligase		NMB0424	gene	D-alanine--D-alanine ligase
NGFG_01397	NGFG_01397	gene	UDP-N-acetylmuramate-L-alanine ligase		NMB0423	gene	UDP-N-acetylmuramate--L-alanine ligase
NGFG_01396	NGFG_01396	gene	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	NMB0422	gene	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
NGFG_01395	NGFG_01395	gene	cell division protein FtsW		NMB0421	gene	cell division protein FtsW
NGFG_01394	NGFG_01394	gene	UDP-N-acetylmuramoylalanine-D-glutamate ligase		NMB0420	gene	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
NGFG_01393	NGFG_01393	gene	hypothetical protein		NMB0419	gene	transcriptional regulator
NGFG_01392	NGFG_01392	gene	phospho-N-acetylmuramoyl-pentapeptide-transferase		NMB0418	gene	phospho-N-acetylmuramoyl-pentapeptide-transferase
NGFG_01391	NGFG_01391	gene	hypothetical protein		NMB0417	gene	hypothetical protein
NGFG_01390	NGFG_01390	gene	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase		NMB0416	gene	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NGFG_01389	NGFG_01389	gene	division cluster competence associated sulfatase Dca		NMB0415	pseudogene	phosphoethanolamine transferase
NGFG_01388	NGFG_01388	gene	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2%2C6-diaminopimelate ligase		NMB0414	gene	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
NGFG_01387	NGFG_01387	gene	penicillin-binding protein 2		NMB0413	gene	penicillin-binding protein 2
NGFG_01386	NGFG_01386	gene	cell division protein FtsL	ftsL	NMB0412	gene	cell division protein FtsL
NGFG_01385	NGFG_01385	gene	ribosomal RNA small subunit methyltransferase H	rsmH	NMB0411	gene	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
NGFG_01384	NGFG_01384	gene	protein MraZ	mraZ	NMB0410	gene	division/cell wall cluster transcriptional repressor MraZ
NGFG_01383	NGFG_01383	gene	hypothetical protein		NMB0409	gene	class I SAM-dependent methyltransferase
NGFG_06039	NGFG_06039	tRNA	tRNA-Met		NMBt18	tRNA	tRNA-Met
NGFG_06040	NGFG_06040	tRNA	tRNA-Ala		NMBt17	tRNA	tRNA-Ala
NGFG_01382	NGFG_01382	gene	undecaprenyl-diphosphatase		NMB0408	gene	undecaprenyl-diphosphate phosphatase
NGFG_01381	NGFG_01381	gene	thiol:disulfide interchange protein DsbA		NMB0407	gene	thiol:disulfide interchange protein DsbA/DsbL
NGFG_01380	NGFG_01380	gene	cell division protein FtsN	ftsN	NMB0406	gene	cell division protein FtsN
NGFG_01379	NGFG_01379	gene	magnesium chelatase		NMB0405	gene	YifB family Mg chelatase-like AAA ATPase
NGFG_01378	NGFG_01378	gene	hypothetical protein		NMB0404	gene	accessory factor UbiK family protein
NGFG_01377	NGFG_01377	gene	sodium/proline symporter	putP	NMB0402	gene	sodium/proline symporter PutP
NGFG_01376	NGFG_01376	gene	delta-1-pyrroline-5-carboxylate dehydrogenase	putA	NMB0401	gene	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA
NGFG_02435	NGFG_02435	gene	opacity protein		NMB1465	pseudogene	outer membrane beta-barrel protein
NGFG_02436	NGFG_02436	gene	hypothetical protein				
NGFG_01375	NGFG_01375	gene	hypothetical protein				
NGFG_01374	NGFG_01374	gene	exodeoxyribonuclease III	xth	NMB0399	gene	exodeoxyribonuclease III
NGFG_01373	NGFG_01373	gene	ArsR family transcriptional regulator		NMB0398	gene	winged helix-turn-helix transcriptional regulator
NGFG_01370	NGFG_01370	gene	nicotinate-nucleotide diphosphorylase (carboxylating)	nadC	NMB0396	gene	carboxylating nicotinate-nucleotide diphosphorylase
NGFG_01369	NGFG_01369	gene	hypothetical protein		NMB0395	gene	hypothetical protein
NGFG_01368	NGFG_01368	gene	quinolinate synthase A	nadA	NMB0394	gene	quinolinate synthase NadA
NGFG_01367	NGFG_01367	gene	L-aspartate oxidase	nadB	NMB0392	gene	L-aspartate oxidase
NGFG_02437	NGFG_02437	gene	transposase		NMB0919	gene	IS5 family transposase
NGFG_01366	NGFG_01366	gene	beta-phosphoglucomutase	pgmB	NMB0391	gene	beta-phosphoglucomutase
NGFG_01365	NGFG_01365	pseudogene			NMB0390	gene	glycoside hydrolase family 65 protein
NGFG_01364	NGFG_01364	pseudogene			NMB0389	gene	galactose mutarotase
NGFG_01363	NGFG_01363	pseudogene			NMB0388	gene	SLC45 family MFS transporter
NGFG_01362	NGFG_01362	gene	ABC transporter ATP-binding protein	ettA	NMB0387	gene	energy-dependent translational throttle protein EttA
NGFG_01361	NGFG_01361	gene	phosphatidylglycerophosphatase A		NMB0386	gene	phosphatidylglycerophosphatase A
NGFG_01360	NGFG_01360	gene	thiamine-monophosphate kinase	thiL	NMB0385	gene	thiamine-phosphate kinase
NGFG_01357	NGFG_01357	gene	outer membrane protein P.III	rmpM	NMB0382	gene	peptidoglycan-binding outer membrane protein RmpM
NGFG_01356	NGFG_01356	gene	LysR family transcriptional regulator%2C Cys regulon transcriptional activator		NMB0381	gene	CysB family HTH-type transcriptional regulator
NGFG_01355	NGFG_01355	gene	CRP/FNR family transcriptional regulator%2C anaerobic regulatory protein	fnr	NMB0380	gene	fumarate/nitrate reduction transcriptional regulator Fnr
NGFG_01354	NGFG_01354	gene	oxygen-independent coproporphyrinogen III oxidase	hemN	NMB0379	gene	oxygen-independent coproporphyrinogen III oxidase
NGFG_01353	NGFG_01353	gene	PiT family inorganic phosphate transporter		NMB0378	gene	inorganic phosphate transporter
NGFG_01351	NGFG_01351	gene	anhydro-N-acetylmuramic acid kinase		NMB0377	gene	anhydro-N-acetylmuramic acid kinase
NGFG_02438	NGFG_02438	gene	MafA family adhesin protein	mafA	NMB0375	gene	adhesin MafA
NGFG_01350	NGFG_01350	gene	MafB family adhesin protein	mafB	NMB0374	gene	polymorphic toxin MafB class 1
NGFG_01349	NGFG_01349	gene	hypothetical protein				
NGFG_01348	NGFG_01348	gene	hypothetical protein		NMB0372	gene	hint domain-/BECR-fold containing toxin
NGFG_02439	NGFG_02439	gene	hypothetical protein		NMB0371	gene	immunity 41 family protein
NGFG_01347	NGFG_01347	gene	hypothetical protein		NMB0370	gene	immunity 41 family protein
NGFG_02440	NGFG_02440	gene	hypothetical protein		NMB0369	pseudogene	pretoxin
NGFG_01346	NGFG_01346	gene	hypothetical protein				
NGFG_01345	NGFG_01345	gene	hypothetical protein				
NGFG_01343	NGFG_01343	gene	hypothetical protein				
NGFG_01341	NGFG_01341	gene	hypothetical protein		NMB0659	gene	hypothetical protein
NGFG_01340	NGFG_01340	gene	hypothetical protein				
NGFG_01339	NGFG_01339	gene	hypothetical protein		NMB0366	gene	hypothetical protein
NGFG_02441	NGFG_02441	gene	hypothetical protein				
NGFG_01338	NGFG_01338	gene	endonuclease		NMB0361	gene	GIY-YIG nuclease family protein
NGFG_01337	NGFG_01337	gene	MFS transporter%2C PAT family%2C beta-lactamase induction signal transducer AmpG		NMB0360	gene	AmpG family muropeptide MFS transporter
NGFG_01336	NGFG_01336	gene	glutamine synthetase	glnA	NMB0359	gene	type I glutamate--ammonia ligase
NGFG_01335	NGFG_01335	gene	shikimate dehydrogenase	aroE	NMB0358	gene	shikimate dehydrogenase
NGFG_01334	NGFG_01334	gene	monofunctional biosynthetic peptidoglycan transglycosylase	mtgA	NMB0357	gene	monofunctional biosynthetic peptidoglycan transglycosylase
NGFG_06041	NGFG_06041	tRNA	tRNA-Phe		NMBt16	tRNA	tRNA-Phe
NGFG_01332	NGFG_01332	gene	lipopolysaccharide ABC transporter ATP-binding protein	lptB	NMB0356	gene	LPS export ABC transporter ATP-binding protein
NGFG_01331	NGFG_01331	gene	lipopolysaccharide transport periplasmic protein LptA	lptA	NMB0355	gene	lipopolysaccharide transport periplasmic protein LptA
NGFG_01330	NGFG_01330	gene	hypothetical protein	lptC	NMB0354	gene	LPS export ABC transporter periplasmic protein LptC
NGFG_01329	NGFG_01329	gene	YrbI family 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase		NMB0353	gene	HAD family hydrolase
NGFG_01328	NGFG_01328	gene	KpsF/GutQ family sugar isomerase		NMB0352	gene	KpsF/GutQ family sugar-phosphate isomerase
NGFG_01327	NGFG_01327	gene	transaldolase	tal	NMB0351	gene	transaldolase
NGFG_02442	NGFG_02442	gene	hypothetical protein				
NGFG_01326	NGFG_01326	gene	hypothetical protein			gene	hypothetical protein
NGFG_01325	NGFG_01325	gene	glutamyl-Q tRNA(Asp) synthetase		NMB0349	gene	tRNA glutamyl-Q(34) synthetase GluQRS
NGFG_01324	NGFG_01324	gene	tRNA dihydrouridine synthase A	dusA	NMB0348	gene	tRNA dihydrouridine(20/20a) synthase DusA
NGFG_01323	NGFG_01323	gene	phage integrase/recombinase				
NGFG_01322	NGFG_01322	gene	phage protein				
NGFG_02443	NGFG_02443	gene	phage protein				
NGFG_02444	NGFG_02444	gene	hypothetical protein				
NGFG_02445	NGFG_02445	gene	phage protein				
NGFG_02446	NGFG_02446	gene	phage protein				
NGFG_02206	NGFG_02206	gene	phage protein				
NGFG_02207	NGFG_02207	gene	phage protein				
NGFG_02208	NGFG_02208	gene	phage protein				
NGFG_01320	NGFG_01320	gene	phage protein				
NGFG_01319	NGFG_01319	gene	phage protein				
NGFG_01318	NGFG_01318	gene	phage protein				
NGFG_01316	NGFG_01316	gene	phage protein				
NGFG_01315	NGFG_01315	gene	phage protein				
NGFG_01313	NGFG_01313	gene	phage protein				
NGFG_01312	NGFG_01312	gene	phage repressor protein				
NGFG_01311	NGFG_01311	gene	hypothetical protein				
NGFG_02225	NGFG_02225	gene	phage protein				
NGFG_02226	NGFG_02226	gene	phage protein				
NGFG_00632	NGFG_00632	gene	phage protein				
NGFG_00633	NGFG_00633	gene	phage replication protein O domain protein				
NGFG_00634	NGFG_00634	gene	phage replication protein				
NGFG_02243	NGFG_02243	gene	phage protein				
NGFG_02447	NGFG_02447	gene	phage protein				
NGFG_02448	NGFG_02448	gene	phage protein				
NGFG_02449	NGFG_02449	gene	phage protein				
NGFG_02450	NGFG_02450	gene	hypothetical protein				
NGFG_02239	NGFG_02239	gene	phage protein				
NGFG_02070	NGFG_02070	gene	phage protein		NMB1749	gene	zonular occludens toxin domain-containing protein
NGFG_02071	NGFG_02071	gene	phage protein		NMB1748	gene	DUF2523 domain-containing protein
NGFG_02451	NGFG_02451	pseudogene			NMB1747	gene	T cell/B cell stimulating protein TspB
NGFG_02452	NGFG_02452	gene	hypothetical protein		NMB1548	gene	T cell/B cell stimulating protein TspB
NGFG_02453	NGFG_02453	gene	integral membrane protein		NMB1550	gene	DUF2523 domain-containing protein
NGFG_02454	NGFG_02454	gene	Zona occludens toxin		NMB1551	gene	DUF2075 domain-containing protein
NGFG_02455	NGFG_02455	gene	transposase		NMB1552	gene	IS110 family transposase
NGFG_02095	NGFG_02095	gene	phage protein				
NGFG_02096	NGFG_02096	gene	phage protein				
NGFG_02097	NGFG_02097	gene	phage protein				
NGFG_02098	NGFG_02098	gene	hypothetical protein				
NGFG_02100	NGFG_02100	gene	phage protein		NMB0897	gene	type II toxin-antitoxin system PemK/MazF family toxin
